title,first_week_audience,first_day_screen,drama,action,comedy,fantasy.SF,advanture,criminal.thrill,traditional,romance,animation,documentary,horror,family,war,etc,series,holiday,actors,director,distributor_value,aud_18,korea,usa,first_day_aud
아메리칸울트라,157193,660,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,1,1,0,59993
루돌프와많이있어,158860,588,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,31721
원피스필름골드,159749,686,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,1,0,44734
마야,160029,346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,9121
덤앤더머투,161141,684,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55866
팬,162788,832,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,67495
덕수리5형제,163048,666,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,48288
포켓몬더무비XY&Z「볼케니온기계왕국의비밀」,171224,609,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,17056
드림쏭,172407,728,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,49557
툼스톤,173031,745,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,1,52561
아이엠어히어로,174156,359,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,46488
레전드,175320,874,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,63550
언프렌디드친구삭제,175506,626,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,48083
극장판요괴워치염라대왕과5개의이야기다냥!,176225,621,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,1,19083
일곱난쟁이,176365,456,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,65994
극장판짱구는못말려습격!!외계인덩덩이,177506,629,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,1,0,19570
선오브갓,178875,694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48226
개를훔치는완벽한방법,179136,401,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,80633
남과여,179476,873,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,3,1,0,1,63271
노아의방주남겨진녀석들,179820,540,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,28944
뮨달의요정,180038,474,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,11687
연애의맛,182810,788,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,3,1,0,1,39541
아기배달부스토크,182831,756,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,19448
쓰리데이즈투킬,184633,674,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,51711
뽀로로극장판컴퓨터왕국대모험,185830,733,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,24468
소셜포비아,186043,709,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53418
포켓몬더무비XY후파광륜의초마신,186474,580,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,22639
하늘을걷는남자,186481,765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,0,37160
독수리에디,186930,1031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,1,55920
빅풋주니어,187814,767,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,44194
헤라클레스레전드비긴즈,190117,763,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,59570
어느날,192671,942,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,53319
극장판포켓몬스터XY파괴의포켓몬과디안시,193924,632,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,51247
다이노타임,194167,472,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,21718
히든피겨스,196427,832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,52376
레드카펫,198186,760,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64600
스파이브릿지,198416,723,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,49375
앨빈과슈퍼밴드악동어드벤처,199763,700,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,21200
아메리칸스나이퍼,203398,582,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,44388
오큘러스,205187,577,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,59751
혼숨,207397,861,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,57423
닌자터틀어둠의히어로,208444,1005,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,1,56687
존윅-리로드,209208,437,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,1,1,0,65642
목소리의형태,214322,888,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,96907
도라에몽스탠바이미,216080,666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,36677
노벰버맨,216093,734,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,3,0,1,0,65042
스폰지밥3D,218018,705,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,1,0,55432
극장판안녕자두야,218623,864,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,96525
비행기2소방구조대,220902,553,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,34369
순정,223830,902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,103169
백투더비기닝,226062,746,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,94312
런올나이트,228725,724,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,2,1,0,1,63051
비밀은없다,234694,937,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,3,1,0,1,100854
패딩턴,235622,703,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,0,1,52386
사랑에대한모든것,236943,758,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,59381
구스범스,237196,919,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,66529
극적인하룻밤,237722,784,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,1,71751
거울나라의앨리스,238491,871,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,16,0,0,0,1,0,36804
언브로큰,238849,730,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,54852
싱스트리트,238999,952,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,67363
투모로우랜드,239182,841,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,45674
"러브,로지",240284,705,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,66379
함정,240411,752,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,80520
미녀와야수,240453,685,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,0,2,0,1,0,42995
위자저주의시작,241280,733,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,48838
인서전트,243013,882,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,0,0,1,63923
포인트브레이크,243316,727,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,67481
하이힐,244247,676,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,3,3,1,0,0,67974
홈,247715,672,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,16698
위대한소원,249616,1045,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,93746
빅쇼트,251483,818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,1,1,0,59295
명탐정코난이차원의저격수,256052,493,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,0,1,0,63785
도리화가,264848,1094,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,3,0,0,1,90195
소수의견,268255,763,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,1,76253
에베레스트,276347,657,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,0,0,61282
눈의여왕3눈과불의마법대결,281338,936,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,71471
언더워터,281711,772,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,58033
앵그리버드더무비,281940,840,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,25021
해어화,286063,1103,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,3,0,0,1,109851
사랑하기때문에,286888,991,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,2,0,1,0,99973
계춘할망,287965,998,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,2,0,0,0,1,83702
주피터어센딩,293131,1101,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,90347
클로버필드10번지,295866,1008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,100018
터닝메카드W블랙미러의부활,297486,983,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,79505
스머프비밀의숲,297977,929,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,79770
좋은친구들,298194,702,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,3,1,0,0,117988
트롤,301508,1036,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,62895
그레이의50가지그림자,302902,1022,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,130696
숲속으로,307607,707,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,152685
명탐정코난화염의해바라기,307660,756,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,1,100857
"안녕,헤이즐",308503,514,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,72573
싱글라이더,311918,1085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,1,0,106872
석조저택살인사건,313488,953,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,115074
아이스에이지지구대충돌,314954,982,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,36493
위험한상견례2,316144,763,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6,2,3,0,1,0,50754
무뢰한,317648,956,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0,1,94314
카3새로운도전,318581,1083,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,40531
내심장을쏴라,319644,852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,104937
경성학교사라진소녀들,320108,946,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,1,111513
헬머니,320247,748,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,2,1,0,0,79895
보통사람,321291,1241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,85439
치외법권,323629,836,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,101831
동주,324625,758,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,1,0,51397
다이버전트,324964,951,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,65493
스텝업올인,325186,555,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,1,63569
아빠는딸,333030,924,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,72569
헌츠맨윈터스워,334710,994,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,1,134122
"로봇,소리",335060,1210,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,3,0,0,1,119046
나의독재자,335291,1291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,1,0,121474
고스트버스터즈,335848,856,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,74938
오피스,337189,791,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,109082
원라인,337386,1207,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,1,93754
소녀괴담,339863,741,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77196
어쌔신크리드,342419,1097,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,103267
미비포유,347100,779,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,1,61896
주온끝의시작,348589,699,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,86862
극장판요괴워치탄생의비밀이다냥!,350457,826,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,60010
판타스틱4,354682,868,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,120729
마담뺑덕,361536,1045,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,3,1,0,1,162666
어린왕자,366117,891,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67048
황제를위하여,372799,747,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,94023
"고산자,대동여지도",373983,1529,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,6,3,0,0,1,81253
킹아서제왕의검,375452,1121,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,1,120317
인시디어스3,379594,699,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,88437
나를잊지말아요,385719,1027,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,3,0,1,0,126325
명탐정코난순흑의악몽,387307,816,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,0,1,0,146096
널기다리며,392487,933,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,2,1,0,1,99583
"협녀,칼의기억",394400,1134,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,182971
런던해즈폴른,394943,933,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,85110
설리허드슨강의기적,396491,1073,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,1,107454
순수의시대,402861,1035,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,3,1,0,0,131533
위플래쉬,409149,665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,98206
얼라이드,409243,984,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,1,91236
패션왕,412431,1041,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,105494
열정같은소리하고있네,414567,1116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,2,0,1,0,115907
가려진시간,415520,1756,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,150334
리얼,415747,1888,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,1,0,0,208589
신데렐라,420640,855,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88390
몬스터,425163,958,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,3,1,0,1,149547
트리플엑스리턴즈,428038,1122,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10,0,3,0,1,0,113424
그레이트월,428967,1191,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,98350
채피,437579,1047,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,1,0,1,0,103199
브리짓존스의베이비,439972,889,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,0,1,125757
하트오브더씨,456173,1021,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,1,104329
컨택트,457862,1067,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,120420
미쓰와이프,461185,828,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,1,157032
메카닉리크루트,463739,588,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,141560
눈의여왕2트롤의마법거울,470717,771,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,175721
그날의분위기,475388,1167,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,3,0,0,1,143454
트랜센던스,489979,717,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,1,0,103254
장수상회,493627,1293,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,1,3,0,1,0,128861
특종량첸살인기,495248,1543,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,3,0,0,1,169285
헝거게임더파이널,508380,1082,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0,3,0,0,0,107745
우는남자,518804,1008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,1,1,0,236484
서부전선,522978,988,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,0,3,0,0,1,101284
47미터,523344,1147,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,138247
잭리처네버고백,526330,1282,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,0,3,0,0,1,174085
애나벨,527387,753,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,210907
스플릿,529426,1178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,102623
우리는형제입니다,532416,1050,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,0,0,1,141920
카트,533544,1077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,189247
인페르노,537834,1477,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,123420
리오2,546684,833,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,74873
국가대표2,546764,1113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,1,143887
레지던트이블파멸의날,547180,1091,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,144193
조선마술사,555002,1179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,224657
주토피아,561204,1140,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92938
픽셀,565525,1087,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,157117
좋아해줘,574070,1232,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13,1,3,0,0,1,156675
방황하는칼날,581205,999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,3,1,1,0,158806
"날,보러와요",585375,934,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,101399
사냥,598528,1361,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,0,234746
고질라,605823,1178,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,176821
헝거게임모킹제이,609332,1213,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,16,0,3,0,0,0,187309
갓오브이집트,610123,990,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,130641
살인의뢰,615046,989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,175271
시간이탈자,625254,1319,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,3,0,1,0,210615
공각기동대고스트인더쉘,632425,1515,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,0,3,0,1,0,177399
라이트아웃,632907,901,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,136965
악녀,637364,1153,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,158170
드라큘라전설의시작,638631,761,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,215872
상의원,646720,920,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,3,0,0,0,306941
레전드오브타잔,647170,1079,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,146338
퓨리,658928,1028,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,164977
박물관이살아있다비밀의무덤,660791,876,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,8,0,2,0,1,0,133143
맨인더다크,662787,973,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,175664
우아한거짓말,679712,972,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,147663
씽,681445,1121,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,69414
불한당나쁜놈들의세상,683313,1613,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1,3,1,0,1,213201
말레피센트,686979,907,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,136463
허삼관,690891,1205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,1,165516
간신,694266,1347,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,3,3,1,0,1,185546
성난변호사,694752,1200,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,3,0,1,0,264076
굿다이노,696121,1215,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,150082
오빠생각,696682,1692,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,2,0,0,1,187437
손님,700598,1101,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11,0,3,0,0,0,265342
나를찾아줘,708052,1131,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,163212
라라랜드,720539,1415,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,136302
빅매치,724798,1244,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,0,1,0,232447
특별수사사형수의편지,726444,1366,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,1,2,0,1,0,201037
대립군,729338,1585,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,1,2,0,1,0,220155
매그니피센트7,734709,1129,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,13,0,1,0,0,1,288407
그놈이다,737292,1051,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,171964
이미테이션게임,746863,891,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,168629
"당신,거기있어줄래요",751600,1520,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,3,0,0,1,203408
컨저링2,769662,969,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,2,0,1,0,180030
슬로우비디오,775726,1214,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,0,0,332699
스타트렉비욘드,780909,1417,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,1,0,185007
인간중독,789060,1179,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,2,1,0,0,201434
가디언즈오브갤럭시,816946,1036,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,247038
워크래프트전쟁의서막,821638,1439,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,236441
노무현입니다,823799,1239,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,181129
쎄시봉,834162,1530,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16,2,3,0,1,0,217607
인턴,839500,752,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,2,0,0,0,138897
장산범,840634,1275,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,1,257299
미씽사라진여자,849673,1290,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,235815
로그원스타워즈스토리,855330,1787,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,246465
차이나타운,859723,938,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,185582
몬스터호텔2,861956,1227,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,319869
모아나,862566,1551,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,174270
제보자,876407,1337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,1,0,343033
인투더스톰,884182,911,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,222803
탐정홍길동사라진마을,908996,1357,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,0,1,284292
엑소더스신들과왕들,909086,1602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,194354
나의사랑나의신부,915199,1164,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,1,302282
뷰티인사이드,924463,1279,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,33,0,2,0,0,0,262475
끝까지간다,948863,1254,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,213450
메이즈러너,966009,1019,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,214325
마다가스카의펭귄,970564,1103,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,1,361669
